,Name,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Price
5114,Maruti Swift Dzire,2012,71082,Diesel,First,395000
5115,Audi Q3 2.0,2013,60000,Diesel,First,2200000
5116,Maruti Celerio ZXI,2014,21701,Petrol,First,338000
5117,Honda City V,2011,56000,Petrol,First,345000
5118,Hyundai i20 1.2,2016,32450,Petrol,First,575000
5119,Renault KWID RXT,2016,12500,Petrol,First,275000
5120,Mercedes-Benz CLA 200,2019,20483,Diesel,First,3030000
5121,Ford Ecosport 1.5,2014,45800,Diesel,First,750000
5122,Hyundai i20 Asta,2015,35441,Petrol,First,687000
5123,Toyota Innova 2.5,2015,86398,Diesel,First,1520000
5124,Nissan Sunny 2011-2014,2012,150000,Diesel,First,350000
5125,Maruti Swift VDI,2014,89000,Diesel,First,585000
5126,Maruti A-Star Vxi,2010,68375,Petrol,First,250000
5127,Maruti Swift ZXI,2013,52000,Petrol,First,395000
5128,Mercedes-Benz CLA 200,2017,39000,Diesel,First,2700000
5129,Maruti Ertiga ZXI,2014,68000,Petrol,Second,675000
5130,Maruti Wagon R,2007,71000,Petrol,Second,150000
5131,Volkswagen Polo Diesel,2012,72003,Diesel,First,390000
5132,Ford Ecosport 1.5,2014,135670,Diesel,First,655000
5133,Honda City i,2017,65850,Diesel,First,944000
5134,Toyota Corolla Altis,2015,53920,Petrol,First,1077000
5135,Mahindra XUV500 W8,2014,58000,Diesel,First,750000
5136,Maruti Alto 800,2016,4000,Petrol,First,300000
5137,BMW 5 Series,2010,58000,Diesel,First,1175000
5138,Hyundai EON D,2016,29832,Petrol,First,329000
5139,Maruti Swift Dzire,2016,71156,Diesel,First,650000
5140,Maruti Celerio CNG,2015,64687,CNG,First,380000
5141,Audi A4 2.0,2011,54000,Diesel,First,1800000
5142,Skoda Superb Elegance,2009,75000,Petrol,Second,495000
5143,Tata Zest Revotron,2015,39208,Petrol,First,451999
5144,Force One LX,2014,41000,Diesel,First,800000
5145,Honda City i-VTEC,2013,38622,Petrol,First,626000
5146,Nissan Sunny 2011-2014,2016,18000,Petrol,First,750000
5147,Maruti Swift 1.3,2012,52000,Petrol,First,365000
5148,Volkswagen Vento Petrol,2011,45000,Petrol,First,335000
5149,Hyundai Verna 1.6,2014,48656,Petrol,First,550000
5150,Hyundai Verna CRDi,2012,79000,Diesel,First,525000
5151,Audi A4 2.0,2012,88000,Diesel,First,1625000
5152,Maruti SX4 Vxi,2009,92000,Petrol,First,270000
5153,Ford Endeavour 2.2,2019,9000,Diesel,First,3290000
5154,Maruti Swift LXI,2008,50121,Petrol,First,341000
5155,Hyundai Grand i10,2014,79000,Diesel,First,415000
5156,Volkswagen Polo 1.5,2014,46000,Diesel,Second,590000
5157,Mercedes-Benz E-Class 230,2012,100000,Petrol,First,1150000
5158,Hyundai i20 Asta,2015,41000,Petrol,First,475000
5159,Maruti Alto K10,2015,25000,Petrol,First,350000
5160,Maruti Ertiga VDI,2014,71899,Diesel,First,725000
5161,Maruti Celerio VXI,2016,7100,Petrol,First,434999
5162,Renault KWID Climber,2018,38171,Petrol,Second,499000
5163,Mahindra Scorpio SLE,2013,70359,Diesel,First,765000
5164,Toyota Innova 2.5,2011,200000,Diesel,First,900000
5165,Volkswagen Polo Diesel,2017,26969,Diesel,First,690000
5166,Ford Figo Diesel,2011,56500,Diesel,First,290000
5167,Nissan Terrano XL,2014,40000,Diesel,First,575000
5168,Force One LX,2014,41000,Diesel,First,800000
5169,Renault KWID 1.0,2017,53105,Petrol,First,441000
5170,Skoda Rapid 1.5,2013,23000,Diesel,First,495000
5171,Mahindra XUV500 AT,2016,80999,Diesel,First,1440000
5172,Ford Figo Diesel,2012,82000,Diesel,First,295000
5173,Mahindra Bolero ZLX,2017,68557,Diesel,First,814000
5174,Volkswagen Vento 1.5,2016,34000,Diesel,First,844999
5175,Toyota Innova 2.5,2015,77000,Diesel,First,1250000
5176,Mahindra XUV500 W8,2012,48000,Diesel,First,650000
5177,Ford Ecosport 1.5,2015,28232,Petrol,Second,772000
5178,Volkswagen Jetta 2012-2014,2011,110000,Diesel,First,800000
5179,Tata New Safari,2009,120000,Diesel,Second,300000
5180,BMW 3 Series,2013,49000,Diesel,First,2900000
5181,Volkswagen Polo 1.2,2014,22000,Petrol,First,411000
5182,Hyundai i20 Magna,2015,14925,Petrol,First,537000
5183,Maruti Ertiga ZDI,2013,75000,Diesel,First,655000
5184,Honda City i,2015,23000,Petrol,First,700000
5185,Honda City 1.5,2014,57000,Petrol,First,548000
5186,Volkswagen Jetta 2013-2015,2013,76718,Diesel,First,651000
5187,Honda Amaze VX,2016,138000,Diesel,First,515000
5188,Mahindra XUV500 W8,2013,140000,Diesel,Second,900000
5189,Toyota Corolla Altis,2008,110000,Petrol,Second,275000
5190,Hyundai Santro Xing,2005,126000,Petrol,Second,120000
5191,BMW 3 Series,2012,73000,Diesel,First,1250000
5192,Ford EcoSport 1.5,2017,63423,Diesel,First,769000
5193,Hyundai i20 Asta,2013,62132,Petrol,First,457000
5194,Honda City 1.5,2013,51000,Petrol,First,450000
5195,Maruti Ritz VDI,2015,75000,Diesel,First,490000
5196,Hyundai i10 Era,2008,55410,Petrol,First,165000
5197,Chevrolet Sail 1.2,2015,41000,Petrol,First,325000
5198,Hyundai Verna 1.6,2012,45000,Diesel,First,625000
5199,Hyundai Creta 1.6,2018,53322,Petrol,First,1213000
5200,Chevrolet Sail 1.2,2013,48000,Petrol,First,325000
5201,Audi Q5 2.0,2013,72000,Diesel,First,2900000
5202,Honda City 1.5,2013,50266,Petrol,First,553000
5203,Ford EcoSport 1.5,2017,21800,Petrol,First,875000
5204,Audi Q7 3.0,2014,45000,Diesel,Second,3790000
5205,Hyundai i10 Magna,2010,62000,Petrol,First,240000
5206,Hyundai i20 1.2,2014,41681,Petrol,First,455000
5207,Maruti Swift Dzire,2011,69313,Petrol,Second,265000
5208,Tata Indica V2,2017,49000,Diesel,Second,160000
5209,BMW 5 Series,2012,40471,Diesel,Second,2572000
5210,Maruti Swift VDI,2013,60000,Diesel,First,415000
5211,Ford Freestyle Titanium,2018,1001,Petrol,First,723000
5212,Hyundai Verna XXi,2008,38000,Petrol,Second,260000
5213,BMW 3 Series,2008,66000,Diesel,Second,725000
5214,Toyota Innova 2.5,2017,33901,Diesel,First,1429000
5215,Mercedes-Benz New C-Class,2011,57000,Diesel,Second,1725000
5216,Hyundai Elantra 1.6,2013,170000,Diesel,First,750000
5217,Maruti Ritz ZDi,2014,60000,Diesel,First,434999
5218,Maruti Vitara Brezza,2016,85000,Diesel,First,890000
5219,Hyundai Xcent 1.2,2016,146000,Petrol,Second,350000
5220,Honda City i,2014,56002,Diesel,First,610000
5221,Renault KWID RXT,2016,8554,Petrol,First,320000
5222,Toyota Etios Cross,2014,62322,Diesel,First,490000
5223,Maruti Alto K10,2015,37929,Petrol,First,369000
5224,Tata Tiago 1.2,2016,5400,Petrol,First,398000
5225,Hyundai i20 1.4,2013,60000,Diesel,First,295000
5226,Audi A4 2.0,2014,55730,Diesel,First,1521000
5227,Maruti Swift VDI,2015,62000,Diesel,First,630000
5228,Volkswagen Ameo 1.2,2017,14576,Petrol,First,669000
5229,Honda BRV i-VTEC,2017,17000,Petrol,First,950000
5230,Hyundai i20 Asta,2009,28000,Petrol,First,265000
5231,Hyundai Santa Fe,2012,58200,Diesel,First,750000
5232,Honda City 1.5,2002,53000,Petrol,Second,185000
5233,Maruti Celerio ZXI,2018,12278,Petrol,First,563000
5234,Hyundai Creta 1.6,2018,17665,Petrol,First,1178000
5235,Tata Indica V2,2004,200000,Diesel,Second,85000
5236,Volkswagen Vento Petrol,2011,55893,Petrol,First,335000
5237,Maruti Celerio VXI,2015,60586,Petrol,First,411000
5238,Mercedes-Benz CLA 200,2015,13500,Diesel,First,2551000
5239,Maruti Alto 800,2017,30000,Petrol,First,310000
5240,Ford Endeavour 3.2,2018,12000,Diesel,First,3350000
5241,Tata Zest Revotron,2017,65000,Petrol,First,480000
5242,Volkswagen Vento 1.6,2014,38000,Petrol,First,349000
5243,Maruti Ertiga ZXI,2012,25000,Petrol,Second,515000
5244,Mercedes-Benz M-Class ML,2011,100000,Diesel,First,1441000
5245,Volkswagen Polo 1.2,2014,13710,Petrol,First,475000
5246,Toyota Fortuner 4x2,2015,100000,Diesel,First,1900000
5247,Maruti Celerio VXI,2017,17000,Petrol,First,490000
5248,BMW 3 Series,2008,89000,Diesel,Second,630000
5249,Honda City ZX,2006,100173,Petrol,Second,240000
5250,Mitsubishi Cedia Sports,2009,97000,Petrol,First,300000
5251,Renault Pulse Petrol,2016,40190,Petrol,First,425000
5252,Volkswagen Polo 1.5,2016,29647,Diesel,First,630000
5253,Maruti Baleno RS,2018,43639,Petrol,First,815000
5254,Hyundai i10 Magna,2012,37333,Petrol,First,322000
5255,Hyundai i20 1.2,2018,48407,Petrol,First,765000
5256,BMW Z4 2009-2013,2011,25000,Petrol,First,3000000
5257,Hyundai i10 Sportz,2010,72400,Petrol,Second,229999
5258,Mini Cooper S,2012,18000,Petrol,First,2200000
5259,Honda Brio V,2012,65167,Petrol,First,328000
5260,Maruti Ciaz ZXi,2016,25418,Petrol,First,709000
5261,Maruti Swift Dzire,2013,38995,Diesel,First,646000
5262,Volkswagen Polo Diesel,2012,60000,Diesel,First,400000
5263,BMW X1 sDrive20d,2011,72000,Diesel,First,1100000
5264,Audi Q7 3.0,2016,31075,Diesel,Second,4979000
5265,Ford Figo 1.5D,2015,4311,Diesel,First,480000
5266,BMW 3 Series,2017,21000,Diesel,First,3500000
5267,Mercedes-Benz M-Class ML,2011,54000,Diesel,First,2199000
5268,Maruti Wagon R,2007,50000,Petrol,Second,110000
5269,Maruti Baleno Zeta,2018,13000,Petrol,First,660000
5270,Maruti Dzire VXI,2013,74000,Petrol,First,450000
5271,Chevrolet Aveo U-VA,2009,75000,Petrol,Second,100000
5272,Volkswagen Polo 1.5,2017,25000,Diesel,First,690000
5273,Land Rover Freelander,2012,139000,Diesel,First,1675000
5274,Audi Q5 30,2015,52000,Diesel,First,2549000
5275,Audi A6 35,2015,20000,Diesel,First,3550000
5276,Hyundai Grand i10,2018,32663,Diesel,First,628000
5277,Mahindra Scorpio SLE,2012,76777,Diesel,Second,488000
5278,Tata Bolt Quadrajet,2016,100303,Diesel,First,370000
5279,Hyundai EON Era,2015,43993,Petrol,First,345000
5280,Mahindra Scorpio S8,2016,72118,Diesel,First,1023000
5281,Honda Accord 2001-2003,2010,83000,Petrol,Second,650000
5282,Volkswagen Polo 1.2,2016,7523,Petrol,First,615000
5283,Maruti Eeco 7,2014,34670,Petrol,First,290000
5284,Hyundai Grand i10,2016,30000,Diesel,First,550000
5285,Ford Endeavour 3.2,2017,17000,Diesel,First,3100000
5286,Hyundai Grand i10,2015,59261,Diesel,First,425000
5287,Maruti Swift VDI,2016,65210,Diesel,First,548000
5288,Hyundai i20 1.2,2016,19000,Petrol,First,725000
5289,Maruti Swift Dzire,2012,50000,Petrol,First,300000
5290,BMW 3 Series,2015,47000,Diesel,First,2950000
5291,Honda City ZX,2007,75000,Petrol,Second,149000
5292,Hyundai i10 Sportz,2013,54534,Petrol,First,365000
5293,Ford Ecosport Signature,2018,13000,Diesel,First,1090000
5294,Maruti Celerio ZXI,2015,48808,Petrol,First,430000
5295,Maruti Ertiga VDI,2012,63001,Diesel,Second,611000
5296,Toyota Innova 2.5,2015,64771,Diesel,First,1550000
5297,Honda City i,2016,34634,Petrol,First,690000
5298,Maruti Swift Dzire,2012,69242,Petrol,First,469000
5299,Maruti Ritz LXi,2011,33292,Petrol,First,319000
5300,Hyundai i20 Sportz,2012,55000,Petrol,Second,375000
5301,Hyundai i20 Active,2019,1000,Petrol,First,860000
5302,Honda City 1.5,2011,80000,Petrol,Second,385000
5303,Honda Amaze VX,2019,16573,Petrol,First,931000
5304,Honda Civic 2006-2010,2008,152633,Petrol,First,300000
5305,Hyundai i20 Magna,2015,53000,Petrol,First,550000
5306,Hyundai Creta 1.6,2017,50129,Diesel,First,1330000
5307,Audi Q3 2012-2015,2013,63716,Diesel,First,2300000
5308,Maruti Alto 800,2018,11000,Petrol,First,335000
5309,BMW X1 sDrive,2012,115000,Diesel,Third,1000000
5310,Hyundai i10 Magna,2013,63265,Petrol,First,295000
5311,Volkswagen Ameo 1.5,2016,20000,Diesel,First,675000
5312,Volkswagen Polo Petrol,2010,79000,Petrol,Third,244000
5313,Maruti Ciaz VXi,2015,41000,Petrol,First,585000
5314,Volkswagen Polo GT,2015,26323,Petrol,First,740000
5315,Hyundai Xcent 1.1,2016,76000,Diesel,First,380000
5316,Honda Civic 2006-2010,2008,69972,Petrol,First,380000
5317,Honda City ZX,2008,69000,Petrol,First,270000
5318,Mahindra Bolero ZLX,2016,65000,Diesel,First,721000
5319,Honda City i,2016,29512,Petrol,First,790000
5320,Hyundai Xcent 1.2,2017,51000,Diesel,First,420000
5321,Renault Duster 110PS,2014,58003,Diesel,First,575000
5322,Maruti A-Star AT,2013,56500,Petrol,First,345000
5323,Audi A4 2.0,2014,29063,Diesel,First,2575000
5324,Mahindra XUV500 W8,2018,46811,Diesel,First,1659000
5325,Renault Pulse Petrol,2014,31897,Petrol,First,469000
5326,BMW 3 Series,2009,52100,Diesel,Second,750000
5327,Toyota Innova Crysta,2016,73000,Diesel,First,1650000
5328,Honda City 1.5,2009,31423,Petrol,First,199000
5329,Maruti Swift VDI,2014,75180,Diesel,First,525000
5330,Renault Duster 110PS,2013,75000,Diesel,Second,540000
5331,Volkswagen Polo 1.2,2014,15000,Petrol,First,390000
5332,Hyundai i20 Active,2015,12000,Petrol,First,580000
5333,BMW 5 Series,2014,32000,Diesel,First,3050000
5334,Maruti Swift Dzire,2017,44504,Diesel,First,560000
5335,Mercedes-Benz M-Class ML,2012,66000,Diesel,First,2300000
5336,Maruti Swift LDI,2015,39437,Diesel,First,515000
5337,Hyundai Verna 1.6,2017,36931,Diesel,First,948000
5338,Tata Nano XTA,2016,17800,Petrol,Second,238000
5339,Maruti Swift Dzire,2009,71346,Petrol,First,380000
5340,Hyundai i20 Asta,2015,45000,Petrol,Second,550000
5341,Hyundai i20 1.2,2010,85155,Petrol,First,355000
5342,Maruti Ciaz ZXi,2015,48823,Petrol,First,635000
5343,Land Rover Range,2015,37000,Diesel,First,3600000
5344,Tata Indigo LX,2005,92000,Diesel,Second,110000
5345,Tata Zest Revotron,2014,36000,Petrol,First,370000
5346,Mahindra XUV500 W10,2016,24569,Diesel,First,1350000
5347,Honda Accord 2.4,2008,95000,Petrol,Third,285000
5348,Tata Nano Twist,2015,25811,Petrol,Second,213000
5349,Hyundai Elantra CRDi,2015,65000,Diesel,First,775000
5350,Tata Indica V2,2017,100400,Diesel,First,285000
5351,Honda Amaze S,2014,76414,Diesel,First,495000
5352,Mahindra XUV500 W8,2012,82103,Diesel,First,620000
5353,BMW X3 xDrive,2013,98000,Diesel,First,1750000
5354,Hyundai Grand i10,2010,45252,Petrol,First,225000
5355,Maruti Baleno Zeta,2017,10300,Petrol,First,675000
5356,Hyundai Verna 1.6,2016,42024,Diesel,First,973000
5357,Maruti Ertiga VDI,2018,51236,Diesel,First,849000
5358,Mini Cooper S,2013,52000,Petrol,First,2500000
5359,Maruti Ritz ZDi,2015,42894,Diesel,First,559000
5360,Skoda Laura L,2011,68000,Diesel,First,480000
5361,Ford Ecosport 1.5,2014,69000,Diesel,First,545000
5362,Hyundai i20 2015-2017,2017,10000,Petrol,First,650000
5363,Honda Brio E,2015,16000,Petrol,First,434999
5364,Honda Amaze S,2013,46992,Diesel,First,375000
5365,BMW 5 Series,2010,170000,Diesel,Third,1200000
5366,Audi Q7 3.0,2014,58000,Diesel,First,3200000
5367,Hyundai Grand i10,2015,50000,Diesel,Second,400000
5368,Nissan Micra Diesel,2011,39010,Diesel,First,260000
5369,Hyundai Grand i10,2016,26946,Petrol,First,445000
5370,Hyundai EON Era,2015,28700,Petrol,First,260000
5371,Mercedes-Benz New C-Class,2011,60000,Petrol,First,1600000
5372,Land Rover Range,2014,38999,Diesel,First,3250000
5373,Mahindra Ssangyong Rexton,2016,39000,Diesel,First,1385000
5374,Maruti Ciaz 1.4,2018,7784,Petrol,First,876000
5375,Mercedes-Benz R-Class R350,2014,45710,Petrol,First,2368000
5376,Maruti Dzire AMT,2017,42000,Petrol,First,550000
5377,Renault Duster 110PS,2013,57000,Diesel,First,499000
5378,Hyundai Verna 1.6,2013,85350,Diesel,Second,570000
5379,Toyota Corolla Altis,2016,82725,Petrol,First,1199000
5380,BMW 3 Series,2016,19000,Diesel,Second,2999000
5381,Ford EcoSport 1.5,2018,13900,Petrol,First,950000
5382,Maruti Swift VDI,2014,108000,Diesel,First,550000
5383,Hyundai Santa Fe,2016,36000,Diesel,First,2300000
5384,Tata Indica V2,2013,62188,Diesel,First,295000
5385,Hyundai Grand i10,2015,58397,Diesel,First,490000
5386,Hyundai Santro Xing,2006,85000,Petrol,Third,130000
5387,Maruti Wagon R,2016,30000,Petrol,First,425000
5388,Mahindra XUV500 W10,2018,29907,Diesel,First,1636000
5389,Audi A4 2.0,2009,46000,Diesel,First,994999
5390,Volkswagen Vento Diesel,2012,65000,Diesel,First,550000
5391,Maruti Vitara Brezza,2016,22000,Diesel,First,825000
5392,Maruti Zen LX,2002,99024,Petrol,First,95000
5393,Hyundai i10 Era,2016,34952,Petrol,First,401000
5394,Honda WR-V Edge,2019,13913,Petrol,First,819999
5395,Honda City i,2014,71000,Diesel,Second,620000
5396,Toyota Fortuner 4x2,2012,97000,Diesel,First,1675000
5397,Mahindra XUV500 AT,2017,21000,Diesel,First,1650000
5398,Ford Endeavour XLT,2007,116000,Diesel,Third,375000
5399,Ford Figo Diesel,2012,110438,Diesel,First,350000
5400,Honda Jazz 1.2,2017,66507,Petrol,Second,543000
5401,Ford Endeavour 3.2,2017,54650,Diesel,First,3035000
5402,Nissan Sunny XL,2014,32000,Petrol,First,799000
5403,Skoda Octavia Ambiente,2011,75378,Diesel,First,359000
5404,Chevrolet Beat Diesel,2012,82697,Diesel,First,190000
5405,Toyota Camry W2,2009,135000,Petrol,First,470000
5406,Renault Duster 110PS,2012,149000,Diesel,First,725000
5407,Mercedes-Benz GLA Class,2016,26212,Diesel,First,2446000
5408,Tata Zest Revotron,2014,23500,Petrol,Second,390000
5409,Hyundai i20 1.2,2013,56127,Petrol,First,515000
5410,Maruti Wagon R,2015,26000,Petrol,First,365000
5411,Hyundai Xcent 1.2,2016,26000,Diesel,First,500000
5412,Honda City 1.5,2009,42000,Petrol,First,229999
5413,Hyundai Accent GLE,2001,130000,Petrol,Second,75000
5414,Hyundai Verna Xi,2009,137148,Petrol,Second,185000
5415,Ford Figo Petrol,2010,114703,Petrol,First,180000
5416,Honda Amaze S,2014,97439,Diesel,First,441000
5417,Maruti Wagon R,2006,40000,Petrol,First,200000
5418,Maruti Swift VDI,2014,81609,Diesel,First,555000
5419,Mercedes-Benz E-Class Facelift,2014,28000,Diesel,First,3175000
5420,Audi A6 2011-2015,2015,37500,Diesel,First,3200000
5421,Mercedes-Benz S Class,2010,37000,Diesel,First,2100000
5422,Maruti Swift Dzire,2010,83000,Diesel,First,275000
5423,Toyota Corolla H2,2005,79012,Petrol,First,264000
5424,Mahindra Scorpio S10,2018,27395,Diesel,First,1419000
5425,Maruti Wagon R,2017,35362,Petrol,First,385000
5426,Toyota Fortuner 4x2,2014,117000,Diesel,First,1550000
5427,Maruti Zen Estilo,2010,23000,Petrol,First,190000
5428,Tata Nano CX,2014,59508,Petrol,First,126000
5429,Hyundai i20 Magna,2009,69000,Petrol,Second,240000
5430,BMW 3 Series,2010,58000,Diesel,First,1150000
5431,Mahindra XUV500 W6,2014,88511,Diesel,First,825000
5432,Volkswagen Vento IPL,2011,66000,Petrol,First,275000
5433,Skoda Fabia 1.2,2009,65000,Petrol,Second,140000
5434,Tata Nano Twist,2015,30676,Petrol,First,290000
5435,Ford Figo Diesel,2011,76000,Diesel,First,240000
5436,Volkswagen Vento IPL,2013,23627,Petrol,First,475000
5437,Land Rover Range,2018,52827,Diesel,First,4476000
5438,Honda City i,2015,64465,Diesel,First,622000
5439,Renault KWID Climber,2018,14000,Petrol,First,450000
5440,Hyundai Grand i10,2015,26000,Petrol,First,425000
5441,Chevrolet Cruze LTZ,2011,78203,Diesel,First,550000
5442,Hyundai i20 1.4,2017,27000,Diesel,First,695000
5443,Maruti Alto K10,2018,31919,Petrol,First,455999
5444,Hyundai Creta 1.6,2016,47392,Diesel,First,1382000
5445,Honda Amaze VX,2016,17362,Petrol,First,565000
5446,Hyundai i20 Active,2016,49716,Diesel,First,620000
5447,Maruti Celerio VXI,2014,48000,Petrol,First,325000
5448,Audi A4 2.0,2009,46000,Diesel,First,850000
5449,Hyundai Verna 1.4,2016,79000,Diesel,First,725000
5450,Renault Fluence Diesel,2013,57000,Diesel,First,461000
5451,Volkswagen Polo 1.2,2016,29754,Petrol,First,530000
5452,Tata Indigo LX,2012,50123,Diesel,First,190000
5453,Hyundai i10 Sportz,2012,57184,Petrol,First,309000
5454,BMW 7 Series,2007,75000,Diesel,Second,950000
5455,Hyundai Creta 1.6,2015,26000,Diesel,First,1265000
5456,Hyundai Grand i10,2016,22129,Petrol,First,425000
5457,Maruti Ritz VDi,2011,127887,Diesel,First,295000
5458,Mahindra Scorpio 2.6,2006,92000,Diesel,First,345000
5459,Hyundai i10 Era,2011,60634,Petrol,First,330000
5460,Tata Safari Storme,2014,90000,Diesel,First,800000
5461,Honda Civic 2006-2010,2009,59000,Petrol,First,271000
5462,Maruti Zen Estilo,2012,59293,Petrol,First,270000
5463,Maruti Swift Dzire,2012,80753,Diesel,Second,450000
5464,Toyota Fortuner 4x2,2015,40000,Diesel,Second,1875000
5465,Maruti Swift VDI,2014,103000,Diesel,Second,525000
5466,Maruti Wagon R,2012,72389,LPG,First,320000
5467,Maruti Dzire LDI,2017,48000,Diesel,First,600000
5468,Hyundai Grand i10,2014,41000,Petrol,First,314000
5469,Renault KWID RXL,2016,26000,Petrol,First,254999
5470,Tata Indigo CS,2012,30000,Petrol,Second,229999
5471,Ford Figo Diesel,2014,74624,Diesel,First,565000
5472,Porsche Cayenne 2009-2014,2015,47877,Diesel,First,4822000
5473,Maruti Alto K10,2016,35000,Petrol,First,300000
5474,Volkswagen Vento 1.5,2015,52123,Diesel,First,750000
5475,Mahindra Scorpio 2.6,2005,90000,Diesel,First,260000
5476,Honda City 1.5,2009,122000,Petrol,Second,350000
5477,Mini Cooper 3,2016,21110,Petrol,First,2895000
5478,Mitsubishi Pajero Sport,2015,78000,Diesel,First,1500000
5479,Maruti Swift Dzire,2012,72000,Diesel,First,425000
5480,Bentley Continental Flying,2006,48000,Petrol,First,5900000
5481,Maruti Ertiga VDI,2013,43486,Diesel,First,660000
5482,Toyota Innova 2.5,2007,199000,Diesel,Second,520000
5483,Mercedes-Benz New C-Class,2010,34000,Petrol,First,1000000
5484,Mercedes-Benz New C-Class,2016,37944,Diesel,First,3500000
5485,Ford Ecosport 1.5,2017,30000,Diesel,First,875000
5486,Toyota Etios Liva,2015,64005,Petrol,First,457000
5487,Hyundai i10 Magna,2012,62000,Petrol,First,250000
5488,Hyundai Santro LP,2005,105000,Petrol,First,175000
5489,Land Rover Freelander,2014,59885,Diesel,First,2011000
5490,Toyota Innova 2.5,2011,144471,Diesel,First,780000
5491,Hyundai i20 1.2,2011,63991,Petrol,First,361000
5492,Hyundai Santro Xing,2007,72000,Petrol,Second,111000
5493,Nissan Micra XV,2015,34895,Petrol,First,459999
5494,Honda City 1.5,2015,45000,Petrol,First,525000
5495,Honda Amaze E,2013,45000,Diesel,Second,330000
5496,Toyota Fortuner 3.0,2013,100000,Diesel,Second,1775000
